İlçe,Mahalle,Oda Sayısı,Salon Sayısı,Banyo Sayısı,Brüt M2,Kat Sayısı,Bulunduğu Kat,Kat Index,Bina Yaşı,Eşya Durumu,Kullanım Durumu,Doğu,Batı,Kuzey,Güney,Kira
Odunpazarı,Sümer Mah.,3,1,1,145,8,1,0.125,15,0,0,0,0,0,0,21000
Odunpazarı,Vişnelik Mah.,2,1,1,100,7,6,0.8571428571428571,31,0,0,0,0,0,1,15000
Tepebaşı,Bahçelievler Mah.,1,1,1,50,3,0,0.0,12,0,0,0,0,0,1,9000
Odunpazarı,Büyükdere Mah.,1,1,1,50,4,2,0.5,8,0,0,0,1,0,0,8500
Odunpazarı,Akarbaşı Mah.,3,1,1,160,8,2,0.25,21,0,1,0,0,0,0,25000
Tepebaşı,Yenibağlar Mah.,1,1,1,55,4,3,0.75,5,1,0,0,0,0,0,15000
Tepebaşı,Sütlüce Mah.,2,0,1,52,4,2,0.5,6,0,0,0,0,0,1,11500
Tepebaşı,Esentepe Mah.,3,1,1,130,4,3,0.75,5,0,0,0,0,0,0,15000
Tepebaşı,Şarhöyük Mah.,1,1,1,65,3,2,0.6666666666666666,2,0,0,0,1,0,0,10000
Tepebaşı,Şirintepe Mah.,1,1,1,55,3,3,1.0,15,1,0,1,0,1,0,12000
Tepebaşı,Fatih Mah.,1,1,1,81,4,3,0.75,8,0,0,0,0,0,0,11000
Tepebaşı,Güllük Mah.,1,0,1,50,4,2,0.5,5,1,0,1,1,0,0,10000
Tepebaşı,Yenibağlar Mah.,3,1,1,130,7,6,0.8571428571428571,21,0,0,1,1,0,0,20000
Tepebaşı,Cumhuriye Mah.,3,1,1,125,7,6,0.8571428571428571,30,0,0,0,0,0,0,20000
Tepebaşı,Şirintepe Mah.,1,1,1,50,3,1,0.3333333333333333,10,1,0,0,1,0,0,11000
Odunpazarı,Büyükdere Mah.,1,1,1,55,3,3,1.0,12,1,0,0,0,0,1,10000
Tepebaşı,Şarhöyük Mah.,2,1,1,97,5,3,0.6,15,0,0,0,0,0,1,15000
Tepebaşı,Kumlubel Mah.,1,1,1,50,4,2,0.5,5,0,0,1,0,0,0,8000
Tepebaşı,Yenibağlar Mah.,1,1,1,50,4,0,0.0,12,1,0,1,0,0,0,11000
Odunpazarı,Büyükdere Mah.,1,1,1,55,3,3,1.0,12,1,1,0,1,0,0,12500
Tepebaşı,Şirintepe Mah.,2,1,1,85,5,4,0.8,27,0,1,0,0,0,0,15000
Tepebaşı,Yenibağlar Mah.,1,1,1,55,4,0,0.0,15,0,0,0,0,0,0,12000
Odunpazarı,Kırmızıtoprak Mah.,2,1,1,100,5,3,0.6,31,0,0,0,0,0,1,12750
Odunpazarı,Kurtuluş Mah.,3,1,1,140,7,7,1.0,21,0,0,0,0,0,1,18000
Tepebaşı,Şirintepe Mah.,2,1,1,100,3,3,1.0,5,1,0,1,1,0,0,20000
Odunpazarı,Emek Mah.,2,1,1,100,4,3,0.75,4,0,0,1,0,0,0,12500
Tepebaşı,Güllük Mah.,1,1,1,55,3,2,0.6666666666666666,10,0,0,0,0,1,1,10500
Tepebaşı,Eskibağlar Mah.,1,1,1,60,3,3,1.0,10,0,0,1,0,0,0,13000
Tepebaşı,Tunalı Mah.,1,1,1,55,4,4,1.0,5,0,0,1,1,0,0,10000
Tepebaşı,Yenibağlar Mah.,1,1,1,60,3,3,1.0,11,1,1,0,0,1,1,10000
Tepebaşı,Şirintepe Mah.,2,0,1,55,3,1,0.3333333333333333,7,1,0,0,0,0,0,9000
Tepebaşı,Eskibağlar Mah.,1,0,1,30,4,4,1.0,11,1,0,0,0,0,0,12000
Tepebaşı,Çamlıca Mah.,3,1,2,138,3,1,0.3333333333333333,1,0,0,1,0,1,0,22000
Odunpazarı,Emek Mah.,2,1,1,100,7,6,0.8571428571428571,30,0,0,0,0,0,1,10000
Odunpazarı,Büyükdere Mah.,1,1,1,60,2,2,1.0,7,0,0,1,0,0,1,10000
Odunpazarı,Büyükdere Mah.,4,1,2,200,7,1,0.14285714285714285,16,0,0,0,0,0,0,35000
Tepebaşı,Eskibağlar Mah.,2,0,1,55,3,1,0.3333333333333333,10,0,0,0,0,0,1,13500
Tepebaşı,Şarhöyük Mah.,2,1,1,100,4,1,0.25,10,0,0,0,0,0,1,15000
Tepebaşı,Hoşnudiye Mah.,3,1,1,125,3,0,0.0,30,1,0,0,0,0,0,25000
Tepebaşı,Şirintepe Mah.,3,1,1,115,3,2,0.6666666666666666,5,0,0,0,0,0,0,15750
Tepebaşı,Yeşiltepe Mah.,3,1,1,100,2,2,1.0,5,0,0,0,0,0,0,14000
Tepebaşı,Şirintepe Mah.,1,1,1,60,3,3,1.0,11,0,0,0,0,1,1,11000
Tepebaşı,Bahçelievler Mah.,1,1,1,50,3,1,0.3333333333333333,15,0,0,1,0,1,0,10000
Odunpazarı,Orhangazi Mah.,1,0,1,50,2,0,0.0,33,0,1,0,0,0,0,5000
Tepebaşı,Şirintepe Mah.,3,1,1,120,5,0,0.0,20,0,0,0,0,0,0,15000
Odunpazarı,Emek Mah.,3,1,2,150,3,1,0.3333333333333333,4,0,0,1,1,0,0,18000
Tepebaşı,İhsaniye Mah.,1,1,1,65,4,4,1.0,2,1,1,0,0,0,1,18000
Tepebaşı,Şirintepe Mah.,1,1,1,65,3,1,0.3333333333333333,5,1,0,0,0,0,0,13000
Odunpazarı,Yenikent Mah.,2,1,1,80,4,4,1.0,21,0,0,0,0,0,0,9000
Tepebaşı,Eskibağlar Mah.,1,1,1,60,4,4,1.0,11,0,0,0,1,0,0,13000
Odunpazarı,Kurtuluş Mah.,3,1,1,140,7,1,0.14285714285714285,30,0,0,0,0,0,0,15500
Odunpazarı,Kırmızıtoprak Mah.,2,1,1,80,3,2,0.6666666666666666,25,0,0,1,1,0,0,11000
Odunpazarı,Büyükdere Mah.,2,1,1,90,3,3,1.0,21,0,0,0,0,0,0,20000
Tepebaşı,Batıkent Mah.,3,1,2,145,5,4,0.8,18,0,0,1,0,0,1,24000
Tepebaşı,Tunalı Mah.,3,1,1,130,4,2,0.5,15,0,0,0,0,0,0,20000
Odunpazarı,Emek Mah.,2,1,1,120,3,1,0.3333333333333333,6,0,0,0,0,0,0,13000
Odunpazarı,Sultandere 75. Yıl Mah.,3,1,1,120,5,4,0.8,20,0,1,0,0,1,0,15000
Tepebaşı,Yenibağlar Mah.,1,1,1,55,8,5,0.625,15,1,0,0,0,0,0,18000
Tepebaşı,Merkez Yeni Mah.,1,1,1,55,4,4,1.0,13,0,0,0,1,0,1,12000
Tepebaşı,Yenibağlar Mah.,4,1,1,122,7,6,0.8571428571428571,50,1,1,0,0,0,1,7000
Tepebaşı,Güllük Mah.,2,1,1,100,4,1,0.25,10,1,1,0,0,0,1,7000
Odunpazarı,Emek Mah.,3,1,1,120,3,0,0.0,10,0,0,1,1,0,0,15000
Tepebaşı,Güllük Mah.,3,1,2,125,4,1,0.25,30,0,0,0,0,0,0,18000
Tepebaşı,Uluönder Mah.,2,1,1,100,5,0,0.0,27,1,0,1,0,0,0,15000
Tepebaşı,Batıkent Mah.,1,1,1,65,3,3,1.0,15,0,0,0,0,0,0,9000
Tepebaşı,Şirintepe Mah.,1,1,1,55,4,4,1.0,10,0,1,1,0,0,1,8000
Odunpazarı,71 Evler Mah.,2,1,1,95,4,3,0.75,5,0,0,1,1,0,1,12000
Tepebaşı,Sütlüce Mah.,1,1,1,60,3,3,1.0,12,0,0,0,0,0,0,12000
Tepebaşı,Yenibağlar Mah.,1,1,1,65,4,1,0.25,5,0,0,1,1,0,0,12000
Odunpazarı,Osmangazi Mah.,3,1,1,140,3,2,0.6666666666666666,15,0,0,0,0,0,0,17000
Tepebaşı,Ömerağa Mah.,1,1,1,70,4,3,0.75,10,1,0,1,0,1,0,10000
Tepebaşı,Ertuğrulgazi Mah.,2,1,1,90,4,3,0.75,27,0,0,0,0,0,1,13500
Odunpazarı,Kurtuluş Mah.,3,1,1,130,4,4,1.0,20,0,0,1,1,0,0,20000
Tepebaşı,Eskibağlar Mah.,1,1,1,60,3,3,1.0,10,0,0,1,1,0,0,12000
Tepebaşı,Cumhuriye Mah.,2,1,1,100,4,1,0.25,35,1,0,1,0,0,1,14000
Tepebaşı,Şirintepe Mah.,1,1,1,55,3,2,0.6666666666666666,11,1,1,0,0,0,0,10000
Tepebaşı,Yenibağlar Mah.,1,1,1,55,4,2,0.5,12,1,0,1,0,0,0,11500
Tepebaşı,Batıkent Mah.,3,1,2,200,5,2,0.4,5,1,0,0,0,0,0,35000
Odunpazarı,Akarbaşı Mah.,3,1,1,130,4,4,1.0,20,0,0,1,1,0,1,14500
Tepebaşı,Bahçelievler Mah.,2,1,1,100,4,4,1.0,12,0,0,1,0,1,0,16500
Tepebaşı,Şirintepe Mah.,1,0,1,35,3,2,0.6666666666666666,10,0,0,1,1,0,0,9000
Tepebaşı,Hacı Seyit Mah.,1,1,1,55,3,3,1.0,30,0,0,1,0,0,1,7000
Odunpazarı,Büyükdere Mah.,1,1,1,45,3,0,0.0,15,1,0,1,1,0,0,12000
Odunpazarı,Gültepe Mah.,2,1,1,120,3,1,0.3333333333333333,7,0,0,1,0,0,0,12500
Tepebaşı,Sütlüce Mah.,3,1,2,135,3,2,0.6666666666666666,11,0,0,0,0,0,0,17000
Tepebaşı,Esentepe Mah.,1,1,1,58,4,3,0.75,5,0,0,0,0,0,0,10000
Tepebaşı,Bahçelievler Mah.,1,1,1,70,4,2,0.5,16,1,0,0,0,0,0,13500
Tepebaşı,Batıkent Mah.,3,1,1,140,4,4,1.0,21,0,0,0,0,0,0,17000
Tepebaşı,Işıklar Mah.,2,1,1,95,3,3,1.0,21,1,0,0,0,1,1,15000
Tepebaşı,Merkez Yeni Mah.,3,1,1,135,3,0,0.0,32,0,0,1,1,0,0,12500
Tepebaşı,Hoşnudiye Mah.,3,1,1,135,7,7,1.0,25,0,0,1,0,0,1,20000
Tepebaşı,Güllük Mah.,3,1,1,130,4,1,0.25,20,0,0,1,0,0,0,20000
Tepebaşı,Sütlüce Mah.,2,0,1,58,3,2,0.6666666666666666,5,1,0,1,0,0,0,12500
Odunpazarı,Büyükdere Mah.,4,1,2,160,3,3,1.0,17,0,0,0,1,0,1,21000
Tepebaşı,Çamlıca Mah.,1,1,1,70,3,1,0.3333333333333333,7,1,1,0,0,1,1,14500
Odunpazarı,Büyükdere Mah.,1,1,1,70,2,2,1.0,11,1,0,0,0,0,0,12250
Tepebaşı,Güllük Mah.,2,1,1,90,3,1,0.3333333333333333,16,1,0,0,0,1,1,15000
Tepebaşı,Batıkent Mah.,2,1,1,100,2,2,1.0,5,0,0,0,0,0,0,18000
Odunpazarı,Vişnelik Mah.,2,1,1,75,3,3,1.0,28,0,0,1,0,0,0,14500
Tepebaşı,Sütlüce Mah.,1,1,1,75,3,1,0.3333333333333333,5,1,0,0,0,0,0,10000
Tepebaşı,Yenibağlar Mah.,3,1,1,100,5,1,0.2,25,1,0,1,1,0,0,17000
Odunpazarı,Kurtuluş Mah.,1,1,1,45,7,7,1.0,10,0,0,0,0,0,0,7000
Tepebaşı,Sütlüce Mah.,1,1,1,55,3,2,0.6666666666666666,5,0,0,0,1,0,0,9000
Tepebaşı,Şirintepe Mah.,1,1,1,65,3,1,0.3333333333333333,11,1,0,0,0,0,0,12000
Odunpazarı,Akarbaşı Mah.,3,1,1,130,3,3,1.0,22,0,1,0,0,0,0,17500
Odunpazarı,Kurtuluş Mah.,3,1,1,130,7,2,0.2857142857142857,26,1,0,0,0,0,0,20000
Odunpazarı,Büyükdere Mah.,1,1,1,70,3,3,1.0,11,1,0,0,0,0,0,13000
Tepebaşı,Yenibağlar Mah.,2,1,1,95,4,3,0.75,11,0,0,0,0,0,0,16000
Odunpazarı,Gündoğdu Mah.,2,1,1,90,4,0,0.0,10,0,0,0,0,0,0,9750
Odunpazarı,Gökmeydan Mah.,1,1,1,60,4,1,0.25,7,0,0,0,0,0,0,12500
Tepebaşı,Sütlüce Mah.,1,1,1,48,4,4,1.0,5,1,0,0,0,0,0,9500
Tepebaşı,Eskibağlar Mah.,1,1,1,58,4,3,0.75,14,1,0,1,0,0,0,14000
Tepebaşı,Şirintepe Mah.,1,1,1,60,3,2,0.6666666666666666,5,1,0,0,0,0,0,10500
Tepebaşı,Sütlüce Mah.,1,1,1,60,5,2,0.4,15,1,1,0,1,0,1,12000
Tepebaşı,Şirintepe Mah.,2,1,1,90,5,1,0.2,26,1,0,0,0,0,0,12500
Odunpazarı,Kırmızıtoprak Mah.,2,1,1,100,4,2,0.5,31,0,0,0,0,0,0,15000
Tepebaşı,Hoşnudiye Mah.,3,1,1,135,7,5,0.7142857142857143,40,0,1,0,0,0,0,17000
Tepebaşı,Cumhuriye Mah.,1,1,1,80,2,0,0.0,30,1,0,1,0,0,0,15000
Odunpazarı,Akçağlan Mah.,3,1,1,145,7,5,0.7142857142857143,25,0,0,0,0,0,0,22000
Tepebaşı,Yenibağlar Mah.,3,1,2,125,3,3,1.0,10,0,0,1,1,0,0,20000
Odunpazarı,Orhangazi Mah.,3,1,1,125,2,1,0.5,5,0,0,0,0,0,0,30000
Tepebaşı,Ömerağa Mah.,3,1,1,130,3,1,0.3333333333333333,15,0,0,0,0,0,0,15750
Odunpazarı,Büyükdere Mah.,1,1,1,55,3,3,1.0,8,1,1,0,0,0,0,12000
Tepebaşı,Şirintepe Mah.,1,1,1,55,3,2,0.6666666666666666,11,0,0,0,0,0,0,9000
Odunpazarı,Emek Mah.,3,1,1,130,4,2,0.5,15,0,0,0,0,0,0,11000
Tepebaşı,Hoşnudiye Mah.,1,1,1,55,4,2,0.5,5,0,0,0,0,1,1,14000
Odunpazarı,Erenköy Mah.,2,1,1,90,3,0,0.0,25,0,1,0,0,0,0,9000
Odunpazarı,Gültepe Mah.,3,1,1,120,3,1,0.3333333333333333,11,0,0,0,0,0,0,16500
Tepebaşı,Bahçelievler Mah.,3,1,1,145,4,1,0.25,16,0,0,0,0,0,0,17000
Tepebaşı,Sütlüce Mah.,1,0,1,30,3,2,0.6666666666666666,5,1,0,1,1,1,1,7000
Odunpazarı,Akarbaşı Mah.,2,1,1,100,3,2,0.6666666666666666,32,0,1,0,0,0,0,13000
Tepebaşı,Bahçelievler Mah.,1,1,1,55,4,4,1.0,14,1,0,1,0,0,0,13500
Odunpazarı,Akçağlan Mah.,3,1,1,130,3,1,0.3333333333333333,25,0,0,0,0,0,0,15000
Tepebaşı,Tunalı Mah.,2,1,1,110,4,4,1.0,9,0,0,1,1,0,0,13000
Odunpazarı,Vişnelik Mah.,2,1,1,110,4,1,0.25,35,0,1,0,0,0,0,15000
Odunpazarı,Vişnelik Mah.,1,1,1,55,7,7,1.0,21,0,0,0,0,0,0,8000
Odunpazarı,Yıldıztepe Mah.,1,1,1,55,3,1,0.3333333333333333,2,0,0,0,0,0,0,12500
Odunpazarı,Emek Mah.,3,1,1,130,3,1,0.3333333333333333,15,0,0,0,0,0,0,15000
Tepebaşı,Sütlüce Mah.,1,1,1,50,4,4,1.0,10,1,0,0,0,1,1,8000
Odunpazarı,Deliklitaş Mah.,3,1,1,130,4,2,0.5,35,0,1,0,0,0,0,12000
Tepebaşı,Güllük Mah.,1,0,1,40,4,2,0.5,5,1,0,0,0,1,1,7500
Tepebaşı,Cumhuriye Mah.,1,1,1,70,3,3,1.0,5,0,0,0,0,0,0,12000
Tepebaşı,Eskibağlar Mah.,3,0,1,80,3,3,1.0,15,0,0,0,0,0,0,16000
Tepebaşı,Uluönder Mah.,2,1,1,90,3,1,0.3333333333333333,16,0,0,0,0,0,0,13500
Tepebaşı,Bahçelievler Mah.,2,0,1,70,3,2,0.6666666666666666,11,0,0,0,0,0,0,13500
Tepebaşı,Zafer Mah.,2,1,1,105,4,4,1.0,10,0,1,0,0,0,0,13000
Tepebaşı,Güllük Mah.,3,1,1,130,4,2,0.5,30,0,0,0,0,0,0,15000
Odunpazarı,Kırmızıtoprak Mah.,3,1,1,125,4,2,0.5,21,0,0,0,0,1,1,15500
Tepebaşı,Batıkent Mah.,2,0,1,70,3,3,1.0,10,1,1,0,0,0,0,12000
Tepebaşı,Bahçelievler Mah.,1,1,1,55,4,3,0.75,5,0,0,0,0,1,1,11500
Odunpazarı,Gökmeydan Mah.,3,1,1,130,2,5,2.5,15,0,0,0,0,1,1,15000
Odunpazarı,Erenköy Mah.,2,1,1,95,2,2,1.0,30,0,0,1,1,0,0,12000
Tepebaşı,Uluönder Mah.,2,1,1,90,4,3,0.75,26,0,0,0,1,0,1,10000
Tepebaşı,Şirintepe Mah.,1,1,1,60,3,1,0.3333333333333333,11,1,0,0,0,0,1,13000
Tepebaşı,Mamure Mah.,2,1,1,80,4,1,0.25,4,1,0,0,0,0,0,20000
Odunpazarı,Büyükdere Mah.,1,1,1,60,3,2,0.6666666666666666,5,0,0,0,0,0,0,9500
Odunpazarı,Büyükdere Mah.,2,0,1,65,3,3,1.0,14,0,0,0,1,1,0,11000
Odunpazarı,Emek Mah.,4,1,1,165,3,3,1.0,7,0,1,0,0,0,0,17500
Odunpazarı,Büyükdere Mah.,1,1,1,60,3,2,0.6666666666666666,15,1,1,0,0,0,1,15500
Odunpazarı,Büyükdere Mah.,1,1,1,65,2,2,1.0,15,1,0,0,0,0,0,14500
Tepebaşı,Eskibağlar Mah.,1,1,1,48,3,2,0.6666666666666666,10,0,1,0,0,0,0,11000
Tepebaşı,Aşağı Söğütönü Mah.,3,1,1,110,4,2,0.5,15,0,0,0,0,0,0,16500
Tepebaşı,Eskibağlar Mah.,1,1,1,65,3,1,0.3333333333333333,10,1,1,0,0,0,0,13000
Odunpazarı,Gültepe Mah.,2,1,1,100,4,2,0.5,30,1,0,0,0,0,0,12500
Tepebaşı,Şirintepe Mah.,1,1,1,55,4,3,0.75,9,1,0,0,1,0,0,10000
Tepebaşı,Şirintepe Mah.,2,0,1,55,4,0,0.0,10,0,1,0,0,1,0,8000
Tepebaşı,Yenibağlar Mah.,1,0,1,45,4,0,0.0,13,1,0,0,0,0,1,8000
Tepebaşı,Yenibağlar Mah.,1,1,1,53,4,1,0.25,15,0,0,0,0,0,0,10000
Odunpazarı,Büyükdere Mah.,1,1,1,70,3,1,0.3333333333333333,11,0,0,0,0,0,0,10500
Odunpazarı,Deliklitaş Mah.,1,1,1,50,4,4,1.0,15,0,0,0,0,0,0,10000
Tepebaşı,Sütlüce Mah.,1,1,1,55,4,3,0.75,5,0,0,0,0,1,0,8500
Tepebaşı,Yenibağlar Mah.,1,1,1,58,4,3,0.75,11,1,0,0,0,0,0,14000
Tepebaşı,Bahçelievler Mah.,1,1,1,60,4,0,0.0,10,1,0,0,0,0,0,13500
Tepebaşı,Şirintepe Mah.,1,0,1,30,3,2,0.6666666666666666,10,1,0,0,0,0,0,8000
Tepebaşı,Şirintepe Mah.,1,1,1,60,3,1,0.3333333333333333,5,1,0,0,0,0,0,10000
Tepebaşı,Sütlüce Mah.,1,1,1,55,3,3,1.0,5,1,0,0,0,0,0,9500
Tepebaşı,Sütlüce Mah.,1,1,1,55,3,3,1.0,5,0,0,1,1,0,0,10000
Tepebaşı,Şirintepe Mah.,1,1,1,65,4,2,0.5,10,1,0,0,0,0,0,11000
Odunpazarı,Büyükdere Mah.,1,1,1,55,4,0,0.0,5,0,0,0,0,0,0,10000
Tepebaşı,Sütlüce Mah.,1,1,1,55,3,2,0.6666666666666666,7,0,0,0,1,0,0,9000
Tepebaşı,Hoşnudiye Mah.,1,1,1,65,3,3,1.0,15,1,0,0,0,0,0,13000
Tepebaşı,Sütlüce Mah.,1,1,1,65,3,3,1.0,5,1,0,0,0,0,0,12000
Tepebaşı,Mamure Mah.,1,1,1,60,3,3,1.0,18,0,0,0,0,1,1,9000
Tepebaşı,Yenibağlar Mah.,1,0,1,50,3,2,0.6666666666666666,5,1,1,0,0,0,0,12000
Odunpazarı,Büyükdere Mah.,1,1,1,60,4,3,0.75,12,1,0,0,0,0,0,11500
Odunpazarı,Kırmızıtoprak Mah.,1,0,1,50,3,2,0.6666666666666666,10,0,1,0,0,0,0,7500
Tepebaşı,Şirintepe Mah.,1,1,1,55,3,2,0.6666666666666666,5,1,0,1,1,0,0,7000
Odunpazarı,Gültepe Mah.,2,1,1,90,4,2,0.5,30,1,1,0,0,0,0,12500
Tepebaşı,Bahçelievler Mah.,1,1,1,60,5,3,0.6,11,0,1,0,0,0,0,12000
Tepebaşı,Hoşnudiye Mah.,1,0,1,55,3,1,0.3333333333333333,20,1,0,0,0,0,0,8500
Tepebaşı,Şirintepe Mah.,1,1,1,50,3,2,0.6666666666666666,11,1,0,0,0,0,0,12500
Odunpazarı,Büyükdere Mah.,1,1,1,55,3,1,0.3333333333333333,5,0,0,0,0,0,0,9500
Tepebaşı,Yenibağlar Mah.,1,1,1,60,4,1,0.25,10,1,0,0,0,0,0,12500
Tepebaşı,Bahçelievler Mah.,1,1,1,50,4,4,1.0,10,1,1,0,0,0,0,12500
Odunpazarı,Kırmızıtoprak Mah.,1,1,1,70,4,1,0.25,27,0,0,0,0,0,0,10500
Tepebaşı,Bahçelievler Mah.,1,1,1,55,4,1,0.25,11,0,0,0,0,0,0,11000
Odunpazarı,Büyükdere Mah.,1,1,1,70,3,1,0.3333333333333333,5,1,0,0,0,0,0,13500
Tepebaşı,Şirintepe Mah.,1,1,1,55,3,1,0.3333333333333333,5,1,0,0,0,0,0,11000
Odunpazarı,İstiklal Mah.,2,1,1,95,2,2,1.0,30,0,1,0,0,0,0,10000
Tepebaşı,Şeker Mah.,2,1,1,90,3,3,1.0,10,0,0,1,0,1,0,10500
Tepebaşı,Yenibağlar Mah.,1,1,1,60,4,2,0.5,12,1,0,0,0,0,0,13000
Tepebaşı,Şirintepe Mah.,1,1,1,60,3,1,0.3333333333333333,11,1,0,0,0,0,0,9000
Odunpazarı,Büyükdere Mah.,1,1,1,70,3,1,0.3333333333333333,5,1,0,0,0,0,0,13250
Tepebaşı,Sütlüce Mah.,1,1,1,48,3,3,1.0,10,1,1,0,0,0,0,9000
Tepebaşı,Ertuğrulgazi Mah.,1,1,1,60,3,1,0.3333333333333333,8,1,0,1,1,0,0,10000
Tepebaşı,Tunalı Mah.,1,1,1,55,5,5,1.0,10,1,0,0,0,0,0,12000
